"Subject","tBodyAccmeanX","tBodyAccmeanY","tBodyAccmeanZ","tBodyAccstdX","tBodyAccstdY","tBodyAccstdZ","ActivityName"
3,0.27421965,-0.020438819,-0.09303619,-0.97834458,-0.96382202,-0.94554179,"LAYING"
3,0.27274802,-0.015981187,-0.10868394,-0.99321342,-0.99536028,-0.99520976,"LAYING"
3,0.27365544,-0.015767117,-0.10743581,-0.99346066,-0.98899839,-0.97744649,"LAYING"
3,0.24147544,-0.025622039,-0.069812387,-0.96954752,-0.93466646,-0.94024294,"LAYING"
3,0.27513809,-0.015470307,-0.11311885,-0.99226656,-0.98898583,-0.98417876,"LAYING"
3,0.2714901,-0.019702445,-0.093862999,-0.99447089,-0.99572824,-0.99206184,"LAYING"
3,0.28152916,-0.013984689,-0.11851874,-0.9833403,-0.96326402,-0.95131566,"LAYING"
3,0.28170692,-0.014668325,-0.1209007,-0.97830519,-0.95752302,-0.95092819,"LAYING"
3,0.28684091,-0.013721018,-0.11928331,-0.96954747,-0.91403264,-0.95057684,"LAYING"
3,0.28226646,-0.029489979,-0.089357985,-0.94004604,-0.90739022,-0.9567118,"LAYING"
3,0.27424221,-0.016037614,-0.11276997,-0.99476683,-0.99302616,-0.99524482,"LAYING"
3,0.31421469,-0.0097170633,-0.13887653,-0.97974512,-0.9596494,-0.93934558,"LAYING"
3,0.29067526,-0.06840145,0.0014106566,-0.93247349,-0.83451273,-0.81683295,"LAYING"
3,0.25657896,-0.027865744,-0.044736071,-0.96157923,-0.9540032,-0.95450802,"LAYING"
3,0.27507698,-0.027643686,-0.064616825,-0.96678356,-0.95929927,-0.94813481,"LAYING"
3,0.2631234,-0.022800213,-0.090274058,-0.99161904,-0.98927841,-0.99255127,"LAYING"
3,0.26825472,-0.018749283,-0.098933134,-0.99130088,-0.9917934,-0.99410213,"LAYING"
3,0.27527453,-0.0191315,-0.10443454,-0.99300649,-0.99288977,-0.99223543,"LAYING"
3,0.2771948,-0.018289354,-0.10691458,-0.99417424,-0.99327288,-0.99285455,"LAYING"
3,0.27710055,-0.017914596,-0.10617854,-0.98569646,-0.98046288,-0.97999788,"LAYING"
3,0.23982421,-0.012820186,-0.097670072,-0.97765152,-0.97916003,-0.9880648,"LAYING"
3,0.27218141,-0.018131841,-0.10653995,-0.99025172,-0.98963756,-0.99086417,"LAYING"
3,0.27531042,-0.018139973,-0.10453454,-0.99469373,-0.99302051,-0.99016752,"LAYING"
3,0.27824475,-0.019981604,-0.10085615,-0.9933686,-0.99271245,-0.99108875,"LAYING"
3,0.25651512,-0.014986371,-0.10452499,-0.98838558,-0.96045901,-0.97100179,"LAYING"
3,0.27619261,-0.015433074,-0.11040669,-0.99550432,-0.99806717,-0.99266361,"LAYING"
3,0.27771105,-0.017850354,-0.10929715,-0.99446285,-0.99394264,-0.9957053,"LAYING"
3,0.2752802,-0.018206091,-0.10740518,-0.99481479,-0.99427879,-0.99723936,"LAYING"
3,0.28817583,-0.014690457,-0.11372304,-0.9886966,-0.99320589,-0.98640452,"LAYING"
3,0.26573827,-0.021703052,-0.090398382,-0.99171918,-0.98750181,-0.987941,"LAYING"
3,0.26295204,-0.021930064,-0.08713072,-0.99451072,-0.98963674,-0.99387209,"LAYING"
3,0.25008823,-0.016151777,-0.095910126,-0.98670465,-0.97682636,-0.98514701,"LAYING"
3,0.2721901,-0.017178761,-0.10991247,-0.99406749,-0.99328996,-0.99264008,"LAYING"
3,0.27168092,-0.018231844,-0.10376982,-0.99514867,-0.99456299,-0.9892928,"LAYING"
3,0.27270038,-0.017679919,-0.10441484,-0.99729655,-0.9972987,-0.9894406,"LAYING"
3,0.292282,-0.014277655,-0.11915816,-0.98712581,-0.99187771,-0.98606628,"LAYING"
3,0.27263222,-0.016716655,-0.10755375,-0.9880959,-0.98830459,-0.98381925,"LAYING"
3,0.27593368,-0.018447236,-0.10577173,-0.99574178,-0.99399885,-0.99372385,"LAYING"
3,0.28076891,-0.017289589,-0.10883655,-0.99633736,-0.99333979,-0.99716989,"LAYING"
3,0.28931482,-0.014115319,-0.11553447,-0.97965452,-0.96952623,-0.96262742,"LAYING"
3,0.26563017,-0.018372323,-0.10120445,-0.99291698,-0.98817997,-0.98938679,"LAYING"
3,0.28778228,-0.020286286,-0.10224496,-0.98034624,-0.93565434,-0.966177,"LAYING"
3,0.28882018,-0.015725603,-0.11301861,-0.97683445,-0.94886501,-0.95838619,"LAYING"
3,0.26307307,-0.020708401,-0.10415558,-0.91935324,-0.76709802,-0.79750281,"LAYING"
3,0.280936,-0.018769082,-0.10783636,-0.99565952,-0.9787391,-0.98629012,"LAYING"
3,0.30174345,-0.010642162,-0.12663126,-0.97868569,-0.96416558,-0.95771146,"LAYING"
3,0.25924966,-0.010370885,-0.10117466,-0.97789896,-0.90492617,-0.92723312,"LAYING"
3,0.2731223,-0.024140671,-0.091799885,-0.99092586,-0.95604719,-0.97394954,"LAYING"
3,0.28919046,-0.016912076,-0.1092038,-0.99266935,-0.97592785,-0.99026325,"LAYING"
3,0.27807082,-0.026539151,-0.062495646,-0.959013,-0.92259599,-0.89843983,"LAYING"
3,0.27076432,-0.019818107,-0.10195511,-0.98618552,-0.95022983,-0.97258726,"LAYING"
3,0.31860472,-0.035125806,-0.056683941,-0.92987433,-0.74773317,-0.68446013,"LAYING"
3,0.27408717,-0.014713512,-0.11480583,-0.98713066,-0.9668989,-0.98004833,"LAYING"
3,0.29412126,-0.015314462,-0.11139625,-0.99154764,-0.96403201,-0.98010513,"LAYING"
3,0.27950407,-0.02047285,-0.12044462,-0.99174443,-0.96448565,-0.96252478,"SITTING"
3,0.27376357,-0.013785705,-0.10031331,-0.99742273,-0.98961235,-0.98297782,"SITTING"
3,0.28685725,-0.02272766,-0.14375749,-0.99086042,-0.96210003,-0.96813595,"SITTING"
3,0.28167526,-0.017778461,-0.12445165,-0.99334229,-0.98000584,-0.95723193,"SITTING"
3,0.27838495,-0.019059906,-0.11011034,-0.99172718,-0.98766266,-0.98559177,"SITTING"
3,0.27618768,-0.017867055,-0.11142905,-0.98546972,-0.97699828,-0.98338223,"SITTING"
3,0.28577601,-0.033157071,-0.089408997,-0.97259047,-0.77434252,-0.64901162,"SITTING"
3,0.27463913,-0.014627271,-0.09635546,-0.99716864,-0.98468688,-0.98061832,"SITTING"
3,0.27565662,-0.018430818,-0.10803572,-0.99579445,-0.98963606,-0.99237703,"SITTING"
3,0.27771536,-0.017965805,-0.10457087,-0.99689601,-0.98872127,-0.99206321,"SITTING"
3,0.27766128,-0.017271065,-0.10722065,-0.99165304,-0.98029029,-0.98053625,"SITTING"
3,0.26184609,0.012139631,-0.17727136,-0.97828101,-0.87117165,-0.81354023,"SITTING"
3,0.25026411,0.026935894,-0.2433694,-0.97673775,-0.89054903,-0.75055627,"SITTING"
3,0.27416643,-0.014211302,-0.09759523,-0.99660497,-0.98826708,-0.98976577,"SITTING"
3,0.27889486,-0.0044941887,-0.11133195,-0.99737916,-0.86004644,-0.96602514,"SITTING"
3,0.27758758,-0.026988376,-0.098281824,-0.99613726,-0.96525235,-0.97390521,"SITTING"
3,0.24429634,-0.055037125,-0.068961997,-0.96471713,-0.87120129,-0.8069993,"SITTING"
3,0.27134909,-0.015977023,-0.035051208,-0.98847456,-0.94513911,-0.91288066,"SITTING"
3,0.26855745,-0.014486297,-0.0968184,-0.99521781,-0.98601715,-0.96703319,"SITTING"
3,0.27698778,-0.018260734,-0.10951976,-0.99653904,-0.99468521,-0.99238299,"SITTING"
3,0.27788045,-0.017338655,-0.10617037,-0.99715164,-0.99761552,-0.99162252,"SITTING"
3,0.27555343,-0.016676012,-0.10413444,-0.99687889,-0.99541877,-0.9894234,"SITTING"
3,0.27464524,-0.015177054,-0.10466006,-0.99444234,-0.98512051,-0.98170475,"SITTING"
3,0.27552752,-0.014104146,-0.11142994,-0.98264559,-0.96881349,-0.97701473,"SITTING"
3,0.27832059,-0.025827408,-0.094847131,-0.99825629,-0.96452073,-0.96869612,"SITTING"
3,0.27882544,-0.014209379,-0.096209069,-0.99929993,-0.98797111,-0.9747673,"SITTING"
3,0.27546483,-0.0076867715,-0.089048689,-0.99678838,-0.91847488,-0.97434069,"SITTING"
3,0.27589441,-0.015358871,-0.096289703,-0.99701843,-0.97525649,-0.97462391,"SITTING"
3,0.27789697,-0.016519861,-0.1051797,-0.99697648,-0.98874615,-0.98827403,"SITTING"
3,0.27240728,-0.085983504,-0.21536595,-0.73807539,-0.17724252,0.36411428,"SITTING"
3,0.39317566,-0.081143811,0.060963705,-0.90299761,-0.6452151,-0.36310529,"SITTING"
3,0.27358776,0.0066082668,-0.13555113,-0.98515911,-0.80836007,-0.83495381,"SITTING"
3,0.16430905,0.077554196,-0.052819223,-0.93558494,-0.24574071,-0.51836809,"SITTING"
3,0.28980389,-0.067702978,-0.17441414,-0.96603669,-0.79148092,-0.81112,"SITTING"
3,0.26915611,-0.015872993,-0.13505463,-0.9791053,-0.82956858,-0.79071077,"SITTING"
3,0.27614864,0.0015088688,-0.094874242,-0.99795288,-0.94935608,-0.9689029,"SITTING"
3,0.27500006,-0.018702893,-0.10325556,-0.97454162,-0.94355851,-0.9770404,"SITTING"
3,0.25401543,-0.010676678,-0.094228226,-0.98012661,-0.96997364,-0.97274171,"SITTING"
3,0.37655125,-0.11349946,-0.26823801,-0.92872396,-0.5416361,-0.82950547,"SITTING"
3,0.27732739,0.019990398,-0.15202442,-0.97863024,-0.86290347,-0.89401078,"SITTING"
3,0.26788442,0.0060403153,-0.10005102,-0.99070115,-0.92357917,-0.98081865,"SITTING"
3,0.27687512,-0.01572964,-0.10257949,-0.99603521,-0.96890943,-0.97775593,"SITTING"
3,0.093068135,0.15040887,0.051458368,-0.87300274,-0.5372151,-0.75115427,"SITTING"
3,0.3256536,0.028817786,-0.032056785,-0.92064897,-0.20852269,-0.49648495,"SITTING"
3,-0.18139412,0.32412953,0.12938955,-0.86725839,-0.58149634,-0.77724214,"SITTING"
3,0.26217511,-0.062819481,-0.15703615,-0.98819128,-0.76494728,-0.86407865,"SITTING"
3,0.23159725,-0.023177324,-0.064478524,-0.93633475,-0.89415473,-0.92309178,"SITTING"
3,0.27439932,-0.0017697185,-0.083310746,-0.99238173,-0.94651917,-0.96999119,"SITTING"
3,-0.0615055,0.17408171,0.031555899,-0.82614082,-0.32374064,-0.80769517,"SITTING"
3,0.27118439,-0.01149042,-0.089935247,-0.99451018,-0.97261577,-0.9791862,"SITTING"
3,0.27055607,-0.0061249184,-0.091966376,-0.99458739,-0.97123519,-0.98170581,"SITTING"
3,0.26051905,0.0098193055,-0.078471122,-0.99158329,-0.95334623,-0.97217232,"SITTING"
3,0.29495455,0.009075787,-0.10264411,-0.97554222,-0.80890375,-0.90624761,"STANDING"
3,0.27456461,-0.027991273,-0.12256318,-0.99267024,-0.9720654,-0.96536988,"STANDING"
3,0.26924174,-0.025529403,-0.10009175,-0.99379009,-0.97492825,-0.98577906,"STANDING"
3,0.27392022,-0.015952619,-0.098662111,-0.99015382,-0.96427662,-0.98675441,"STANDING"
3,0.28827279,-0.006332133,-0.10540087,-0.98050767,-0.95000158,-0.97848189,"STANDING"
3,0.28410731,-0.010061076,-0.10173142,-0.97794234,-0.94569183,-0.97381725,"STANDING"
3,0.27010097,-0.023550544,-0.10116623,-0.98775338,-0.95635912,-0.97731454,"STANDING"
3,0.27319016,-0.023302776,-0.10721116,-0.99510697,-0.96480256,-0.98619118,"STANDING"
3,0.28011247,-0.012618021,-0.10563723,-0.9974352,-0.98810605,-0.99066992,"STANDING"
3,0.27739954,-0.015537024,-0.11087508,-0.99798565,-0.98991133,-0.9940607,"STANDING"
3,0.27487138,-0.019577012,-0.1118923,-0.99877032,-0.99433058,-0.99631596,"STANDING"
3,0.27952882,-0.016447003,-0.10626443,-0.99756365,-0.99105623,-0.99385897,"STANDING"
3,0.2813921,-0.0123645,-0.10487937,-0.9977856,-0.99440296,-0.99412109,"STANDING"
3,0.28247452,-0.011067786,-0.13255126,-0.99161924,-0.95189574,-0.95434494,"STANDING"
3,0.24075493,-0.015526029,-0.081665303,-0.93499239,-0.86002203,-0.43298752,"STANDING"
3,0.28100578,-0.037916442,-0.20617762,-0.97568724,-0.93700734,-0.80193061,"STANDING"
3,0.27311074,-0.019947006,-0.09147878,-0.96222327,-0.88928891,-0.95605255,"STANDING"
3,0.28179384,-0.014159431,-0.098780316,-0.95314984,-0.89985444,-0.9592039,"STANDING"
3,0.27412441,-0.029926296,-0.11795947,-0.96129792,-0.90733466,-0.96320379,"STANDING"
3,0.27526771,-0.015050466,-0.11420397,-0.9810915,-0.90112381,-0.96042277,"STANDING"
3,0.27619094,-0.015568594,-0.11880774,-0.99204263,-0.93587055,-0.97047874,"STANDING"
3,0.27325437,-0.026320608,-0.12949951,-0.99751415,-0.97827046,-0.98960187,"STANDING"
3,0.27907242,-0.017639768,-0.10625263,-0.99781751,-0.9861299,-0.96688723,"STANDING"
3,0.2826611,-0.011751325,-0.10355633,-0.9964977,-0.97853565,-0.97234319,"STANDING"
3,0.27867898,-0.013728366,-0.11144247,-0.99601646,-0.97749878,-0.98143197,"STANDING"
3,0.27305103,-0.020057779,-0.10440918,-0.99808454,-0.99509756,-0.98410529,"STANDING"
3,0.27745001,-0.015213574,-0.11366499,-0.99759922,-0.98637853,-0.98690319,"STANDING"
3,0.28162614,-0.015273006,-0.108266,-0.99783155,-0.98196586,-0.98621233,"STANDING"
3,0.36100048,0.041930333,-6.8066622e-05,-0.90946345,-0.68840394,-0.33432521,"STANDING"
3,0.28447768,0.0030326103,-0.20852469,-0.84842292,-0.80226092,-0.72089914,"STANDING"
3,0.25600381,-0.050236136,-0.098153884,-0.84052438,-0.78990597,-0.87675549,"STANDING"
3,0.28009789,-0.018414133,-0.11252228,-0.92986525,-0.75171307,-0.88131916,"STANDING"
3,0.30283482,0.021142501,-0.13124183,-0.96668513,-0.86294161,-0.92438031,"STANDING"
3,0.28430928,-0.0032622565,-0.11664297,-0.97796816,-0.82522956,-0.93586943,"STANDING"
3,0.28326382,-0.012030672,-0.057917237,-0.97268746,-0.80852399,-0.91108511,"STANDING"
3,0.286952,-0.011682068,-0.068818839,-0.97959283,-0.87600742,-0.90004981,"STANDING"
3,0.27267681,-0.017661164,-0.12805853,-0.97969903,-0.92931897,-0.94001421,"STANDING"
3,0.27185147,-0.01783494,-0.12293669,-0.96809837,-0.91130281,-0.9474451,"STANDING"
3,0.2754235,-0.021202006,-0.1100767,-0.97188201,-0.91645669,-0.95230138,"STANDING"
3,0.2708317,-0.027725151,-0.11220416,-0.98398851,-0.93480353,-0.96565947,"STANDING"
3,0.2727471,-0.023042517,-0.12040509,-0.98675421,-0.94416167,-0.98246297,"STANDING"
3,0.277341,-0.016725672,-0.12175841,-0.99650485,-0.9873412,-0.9861667,"STANDING"
3,0.28706553,-0.0059866427,-0.10852538,-0.99319895,-0.94000219,-0.98968674,"STANDING"
3,0.27864378,-0.012788195,-0.1094543,-0.9897404,-0.9182417,-0.98489733,"STANDING"
3,0.28749007,0.016839126,-0.06516443,-0.95645053,-0.76321939,-0.90005551,"STANDING"
3,0.26287883,-0.022379352,-0.083592456,-0.96105717,-0.78115868,-0.87578033,"STANDING"
3,0.27944197,-0.023078631,-0.12332077,-0.95040019,-0.73578559,-0.89578907,"STANDING"
3,0.23601277,-0.026913144,0.18639534,-0.85411227,-0.79511089,-0.60579374,"STANDING"
3,0.26731751,-0.032355179,-0.062924067,-0.96374154,-0.86510151,-0.86847195,"STANDING"
3,0.28335241,-0.010728703,-0.11733272,-0.99305621,-0.96502174,-0.99043997,"STANDING"
3,0.26927723,-0.032606502,-0.13028676,-0.97412752,-0.93341064,-0.96996611,"STANDING"
3,0.2783618,-0.013656893,-0.12915439,-0.96117408,-0.83703332,-0.94396296,"STANDING"
3,0.30643156,0.027459372,-0.10407181,-0.96389168,-0.79934644,-0.92792394,"STANDING"
3,0.28643265,-0.023842891,-0.12273754,-0.91558377,-0.71079378,-0.88022592,"STANDING"
3,0.27293268,-0.039067631,-0.11017159,-0.91668203,-0.78666471,-0.85895319,"STANDING"
3,0.24847403,-0.037999251,-0.030083776,-0.94940422,-0.85923474,-0.78684182,"STANDING"
3,0.26582646,-0.031669222,-0.083983249,-0.96275698,-0.90548205,-0.74880121,"STANDING"
3,0.27605329,-0.015408535,-0.13171922,-0.95776847,-0.87828345,-0.87400661,"STANDING"
3,0.26377017,-0.021187085,-0.081684886,-0.93028846,-0.85199826,-0.92050592,"STANDING"
3,0.27088078,-0.038723153,-0.10844469,-0.92758569,-0.87699271,-0.92659154,"STANDING"
3,0.43020885,0.10254087,-0.0556042,-0.92166609,-0.60804412,-0.79404022,"STANDING"
3,0.26484622,0.0065977921,-0.11285587,-0.4571696,0.0019006639,-0.42838236,"WALKING"
3,0.20231704,-0.035684596,-0.11827706,-0.34447935,-0.068722885,-0.4196056,"WALKING"
3,0.23177399,0.0049371571,-0.11435794,-0.37136563,-0.014434898,-0.44600462,"WALKING"
3,0.36888214,-0.02332779,-0.12545936,-0.30800677,-0.073204943,-0.37415269,"WALKING"
3,0.2736521,0.0051452093,-0.1154417,-0.40807585,0.061824991,-0.46385953,"WALKING"
3,0.28144069,0.022608484,-0.005444201,-0.34252464,-0.080140599,-0.41949257,"WALKING"
3,0.34063254,-0.05490863,-0.17853462,-0.2526576,0.058013828,-0.36860178,"WALKING"
3,0.24546849,-0.050384644,-0.11059426,-0.29758875,0.0071145837,-0.43040721,"WALKING"
3,0.27826892,0.018375829,-0.10129593,-0.31488057,-0.15756501,-0.39481184,"WALKING"
3,0.24592767,-0.0079523616,-0.095790632,-0.30670553,-0.10612429,-0.36966311,"WALKING"
3,0.21875287,-0.030280572,-0.12122729,-0.25203401,-0.10614225,-0.3333992,"WALKING"
3,0.25480481,0.0072181978,-0.11755844,-0.45324625,-0.22394251,-0.40624396,"WALKING"
3,0.20035178,-0.034791181,-0.18126558,-0.36537155,-0.025414502,-0.3802458,"WALKING"
3,0.34005104,-0.025916701,-0.10771677,-0.30317176,-0.089110599,-0.42132441,"WALKING"
3,0.32614515,-0.043925372,-0.12927787,-0.27516332,-0.099460476,-0.38090625,"WALKING"
3,0.23433414,0.0021469248,-0.065573512,-0.32837341,-0.044267722,-0.37719984,"WALKING"
3,0.31359331,-0.0045343396,-0.090344735,-0.32258581,-0.0069674368,-0.38819473,"WALKING"
3,0.22349818,-0.0047644234,-0.05482505,-0.29879787,-0.11590104,-0.31780545,"WALKING"
3,0.25643361,-0.019301241,-0.10237117,-0.43567423,-0.17540807,-0.44496585,"WALKING"
3,0.35077557,-0.035447483,-0.14039506,-0.35119236,0.10840918,-0.33969478,"WALKING"
3,0.27225339,-0.051844795,-0.13813305,-0.38309115,0.063489307,-0.30104259,"WALKING"
3,0.22209307,-0.0069243673,-0.1083546,-0.355257,-0.11666326,-0.3827464,"WALKING"
3,0.25841772,-0.018317884,-0.13899403,-0.42381627,-0.16514783,-0.41008532,"WALKING"
3,0.27072544,-0.011880203,-0.08906095,-0.37183144,-0.14990416,-0.36871959,"WALKING"
3,0.34790061,-0.018431216,-0.14247895,-0.32100965,-0.07744757,-0.42110701,"WALKING"
3,0.32179415,-0.02848843,-0.14481572,-0.23959216,0.011689639,-0.36847044,"WALKING"
3,0.33268007,0.0052485192,-0.11552427,-0.23943873,-0.070930773,-0.32011153,"WALKING"
3,0.36837858,-0.033389737,-0.11176978,-0.27090165,-0.015274504,-0.38166725,"WALKING"
3,0.23201142,-0.017807834,-0.092754737,-0.31746964,-0.048170653,-0.43489831,"WALKING"
3,0.18181686,-0.026174902,-0.057207626,-0.31795199,-0.10571162,-0.33810431,"WALKING"
3,0.26372531,-0.011218524,-0.080054133,-0.32564854,-0.042241869,-0.31074482,"WALKING"
3,0.22819872,-0.0087733458,-0.11829796,-0.35978987,-0.10385001,-0.42249137,"WALKING"
3,0.293718,0.0054011672,-0.094846491,-0.35979881,-0.069840761,-0.35289195,"WALKING"
3,0.29966975,0.01773035,-0.10341476,-0.46670338,0.0020757178,-0.38324488,"WALKING"
3,0.25499622,-0.054201115,-0.15021167,-0.63980361,-0.25830983,-0.43803436,"WALKING"
3,0.21856391,-0.009333407,-0.083282963,-0.55891934,-0.2464792,-0.48529921,"WALKING"
3,0.24745185,-0.0054215092,-0.10959878,-0.39738762,-0.14434032,-0.37197274,"WALKING"
3,0.23717016,0.027868452,-0.14983832,-0.29114925,-0.069107177,-0.3439024,"WALKING"
3,0.26773362,-0.039672038,-0.12391689,-0.39810153,-0.067393798,-0.39099462,"WALKING"
3,0.23965834,-0.021141409,-0.072926017,-0.31352629,-0.079865315,-0.32809034,"WALKING"
3,0.34416053,0.014026806,-0.098313005,-0.29563392,0.0016674931,-0.35591472,"WALKING"
3,0.32222132,-0.034243851,-0.1320607,-0.31727372,0.036288623,-0.36125549,"WALKING"
3,0.29782733,-0.0038733054,-0.088706907,-0.4550482,0.0026094191,-0.39299478,"WALKING"
3,0.26561363,-0.019763709,-0.13399699,-0.41098108,-0.043445002,-0.40182424,"WALKING"
3,0.31645563,-0.053056489,-0.11772549,-0.28095386,0.081084434,-0.3479344,"WALKING"
3,0.20319549,-0.038446535,-0.13871066,-0.30988245,-0.022838801,-0.37923021,"WALKING"
3,0.26703075,-0.016815551,-0.086034479,-0.38199465,-0.13979056,-0.42401574,"WALKING"
3,0.33614928,-0.023240895,-0.17409769,-0.54884909,-0.24749624,-0.4477226,"WALKING"
3,0.29658487,-0.0031571521,-0.13154315,-0.49560707,-0.21113597,-0.47379734,"WALKING"
3,0.24035356,-0.035939737,-0.14396082,-0.27416339,-0.058890455,-0.38028749,"WALKING"
3,0.38523426,0.00042136442,-0.11697045,-0.250653,0.094906118,-0.32791882,"WALKING"
3,0.2374203,-0.032180843,-0.10108536,-0.31433431,-0.1097653,-0.36223296,"WALKING"
3,0.24795242,-0.025486891,-0.11879132,-0.42451869,-0.11387217,-0.47409884,"WALKING"
3,0.27631796,-0.0012859649,-0.14715666,-0.39858581,-0.12876599,-0.37720013,"WALKING"
3,0.27851827,-0.019819862,-0.11280559,-0.42950763,-0.11857367,-0.37158625,"WALKING"
3,0.27287741,-0.033118448,-0.086875067,-0.41689754,-0.080907271,-0.3690575,"WALKING"
3,0.29453204,-0.02786412,-0.081474665,-0.37840173,-0.05473626,-0.41670574,"WALKING"
3,0.2895603,-0.031446345,-0.11074412,-0.37715119,-0.03838621,-0.3465374,"WALKING"
3,0.17659603,-0.022868866,-0.1079376,0.14695714,0.17319545,-0.28780461,"WALKING_DOWNSTAIRS"
3,0.16496565,-0.012368938,-0.2205622,-0.039304605,0.058972318,-0.46622148,"WALKING_DOWNSTAIRS"
3,0.36480638,-0.00010105371,-0.11660425,0.030793048,0.080244888,-0.28704822,"WALKING_DOWNSTAIRS"
3,0.43396328,-0.013693566,-0.055880867,0.28818319,0.41733061,-0.28140454,"WALKING_DOWNSTAIRS"
3,0.29480972,0.0090315446,-0.069136514,0.27909492,0.42939655,-0.062816826,"WALKING_DOWNSTAIRS"
3,0.11336129,0.017742643,-0.10452548,0.14276397,0.10967151,-0.44234284,"WALKING_DOWNSTAIRS"
3,0.3581001,-0.072325023,-0.10349534,0.23308714,0.24376997,-0.33187565,"WALKING_DOWNSTAIRS"
3,0.39825953,0.016888494,-0.10681026,0.10988851,0.21255837,-0.39389224,"WALKING_DOWNSTAIRS"
3,0.17444228,-0.035646306,-0.13406221,-0.037179446,-0.008377,-0.4821842,"WALKING_DOWNSTAIRS"
3,0.32805345,-0.063723457,-0.14756405,0.12747722,0.27081407,-0.088206823,"WALKING_DOWNSTAIRS"
3,0.28176742,-0.00072678829,-0.0730893,-0.1564209,0.032379442,-0.46487797,"WALKING_DOWNSTAIRS"
3,0.3363213,0.01383788,-0.086847284,-0.12725945,0.1406321,-0.36335291,"WALKING_DOWNSTAIRS"
3,0.38648994,-0.046074048,-0.11996797,-0.10078567,-0.20314847,-0.46610568,"WALKING_DOWNSTAIRS"
3,0.40796171,-0.035302397,-0.12883223,-0.022782299,0.13116075,-0.22763156,"WALKING_DOWNSTAIRS"
3,0.27705363,-0.025718815,-0.23881834,0.38913452,0.45906449,-0.16586703,"WALKING_DOWNSTAIRS"
3,0.29724979,-0.042621318,-0.1410546,-0.023721581,0.046509012,-0.2925929,"WALKING_DOWNSTAIRS"
3,0.31341697,-0.020404815,-0.050693901,-0.056839271,-0.12835923,-0.41892702,"WALKING_DOWNSTAIRS"
3,0.13869448,0.0035650465,-0.15191849,-0.21971712,-0.10595294,-0.3083072,"WALKING_DOWNSTAIRS"
3,0.34347369,-0.022355798,-0.065401386,0.033969279,-0.20329186,-0.3587323,"WALKING_DOWNSTAIRS"
3,0.424807,-0.029256313,-0.10082195,0.022873097,-0.13119711,-0.38601707,"WALKING_DOWNSTAIRS"
3,0.35668201,-0.0084865836,-0.1344078,-0.28552024,-0.23826712,-0.40379739,"WALKING_DOWNSTAIRS"
3,0.37473871,0.0057025172,-0.15411427,-0.27930702,-0.1632893,-0.4436961,"WALKING_DOWNSTAIRS"
3,0.30192251,-0.036593718,-0.058174666,-0.10592436,-0.14760326,-0.41973523,"WALKING_DOWNSTAIRS"
3,0.2759498,-0.054026822,-0.13384613,-0.13600198,-0.037694911,-0.33000864,"WALKING_DOWNSTAIRS"
3,0.20078516,-0.034157855,-0.11756235,-0.075627192,-0.083392737,-0.29231794,"WALKING_DOWNSTAIRS"
3,0.42756169,-0.04476333,-0.15594,-0.034277353,-0.067030885,-0.35204894,"WALKING_DOWNSTAIRS"
3,0.25170106,0.0035481818,-0.052847095,-0.22203471,-0.20711936,-0.41034806,"WALKING_DOWNSTAIRS"
3,0.20908092,-0.00072079571,-0.24063776,-0.10024798,-0.16663474,-0.5391391,"WALKING_DOWNSTAIRS"
3,0.26361114,-0.012362911,-0.12641528,-0.11178402,-0.15387854,-0.42334076,"WALKING_DOWNSTAIRS"
3,0.38293696,-0.03714332,-0.18415952,-0.017010634,-0.0090368231,-0.38955712,"WALKING_DOWNSTAIRS"
3,0.33410992,-0.0093255827,-0.033509767,0.019273746,0.034941083,-0.25799898,"WALKING_DOWNSTAIRS"
3,0.27667259,-0.035498731,-0.038827229,0.12056426,0.10567579,-0.28876878,"WALKING_DOWNSTAIRS"
3,0.40137358,-0.057840219,-0.0028824215,-0.28263842,-0.081178636,-0.46870791,"WALKING_DOWNSTAIRS"
3,0.19855719,0.0092565328,-0.067628765,-0.045371039,0.0070350415,-0.41592442,"WALKING_DOWNSTAIRS"
3,0.24951885,0.0039261371,-0.13222697,0.050867653,0.024075773,-0.27933481,"WALKING_DOWNSTAIRS"
3,0.22801284,-0.0042838712,-0.18091127,-0.010687443,0.041372954,-0.25034602,"WALKING_DOWNSTAIRS"
3,0.26005764,-0.05318923,-0.099270803,-0.10077559,-0.024831212,-0.50481631,"WALKING_DOWNSTAIRS"
3,0.18861068,-0.029963971,-0.10726699,-0.20814591,-0.3447866,-0.45437341,"WALKING_DOWNSTAIRS"
3,0.35190941,-0.031399701,-0.071041141,-0.089973058,-0.17787041,-0.2955764,"WALKING_DOWNSTAIRS"
3,0.26049931,-0.016522642,-0.10016893,-0.20310755,-0.24484746,-0.31121037,"WALKING_DOWNSTAIRS"
3,0.27854618,-0.018912952,-0.038705715,-0.17323934,-0.25642866,-0.33434895,"WALKING_DOWNSTAIRS"
3,0.1954509,-0.0087076916,-0.10560986,-0.10314719,-0.18798116,-0.48696159,"WALKING_DOWNSTAIRS"
3,0.27317626,-0.02538602,-0.12691636,-0.14748068,-0.25704429,-0.35164795,"WALKING_DOWNSTAIRS"
3,0.33965369,-0.0011800018,-0.11949014,-0.18126779,-0.19068849,-0.4406065,"WALKING_DOWNSTAIRS"
